LEI,Legal Name,Country,City,Status,Last Update,Next Renewal
549300YWX7WFTLHG5M31,INDUSTRIAL DE OLEAGINOSAS SA DE CV,MX,Guadalajara,ACTIVE,2024-09-05T15:58:59Z,2025-09-07T23:00:34Z
